hardware,gamma,tokens_per_second,acceptance_rate_percent
"NVIDIA GeForce RTX 4090 (23.5 GB VRAM)",1,29.3196,100.0000
"NVIDIA GeForce RTX 4090 (23.5 GB VRAM)",2,64.2415,89.1304
"NVIDIA GeForce RTX 4090 (23.5 GB VRAM)",3,64.6701,71.9298
"NVIDIA GeForce RTX 4090 (23.5 GB VRAM)",4,60.6181,60.2941
"NVIDIA GeForce RTX 4090 (23.5 GB VRAM)",5,51.0786,48.2353
