hardware,gamma,tokens_per_second,acceptance_rate_percent
"CPU: x86_64",1,0.4314,100.0000
"CPU: x86_64",2,0.4655,80.0000
"CPU: x86_64",3,0.4827,85.4167
"CPU: x86_64",4,0.7698,73.2143
"CPU: x86_64",5,0.5833,56.0000
"CPU: x86_64",6,0.8231,89.5833
"CPU: x86_64",7,0.5597,50.0000
"CPU: x86_64",8,0.6271,45.4545
"CPU: x86_64",9,0.5527,37.9630
"CPU: x86_64",10,0.4015,30.0000
